image_url,scientific_name,common_name
https://inaturalist-open-data.s3.amazonaws.com/photos/20029621/medium.jpeg,Baeospora myriadophylla,
https://inaturalist-open-data.s3.amazonaws.com/photos/20041333/medium.jpeg,Leotia lubrica,Леоция скользкая
https://inaturalist-open-data.s3.amazonaws.com/photos/20041452/medium.jpeg,Mycena haematopus,Мицена кровавоножковая
https://inaturalist-open-data.s3.amazonaws.com/photos/20041514/medium.jpeg,Ganoderma applanatum,Трутовик плоский
https://inaturalist-open-data.s3.amazonaws.com/photos/20041713/medium.jpeg,Fomitopsis pinicola,Трутовик окаймлённый
https://inaturalist-open-data.s3.amazonaws.com/photos/20041807/medium.jpeg,Neofavolus suavissimus,Пилолистник ароматнейший
https://inaturalist-open-data.s3.amazonaws.com/photos/20042036/medium.jpeg,Pluteus umbrosus,Плютей умбровый
https://inaturalist-open-data.s3.amazonaws.com/photos/20047342/medium.jpeg,Gymnopus vernus,Гимнопус весенний
https://inaturalist-open-data.s3.amazonaws.com/photos/20047415/medium.jpeg,Geastrum pectinatum,Звездовик гребенчатый
https://inaturalist-open-data.s3.amazonaws.com/photos/20047520/medium.jpeg,Gymnopus vernus,Гимнопус весенний
https://inaturalist-open-data.s3.amazonaws.com/photos/20047705/medium.jpeg,Crepidotus crocophyllus,Крепидот шафранно-пластинчатый
https://inaturalist-open-data.s3.amazonaws.com/photos/20047826/medium.jpeg,Mycena renati,Мицена Рене
https://inaturalist-open-data.s3.amazonaws.com/photos/20047968/medium.jpeg,Urnula craterium,Урнула бокальчатая
https://inaturalist-open-data.s3.amazonaws.com/photos/20048050/medium.jpeg,Urnula craterium,Урнула бокальчатая
https://inaturalist-open-data.s3.amazonaws.com/photos/20083790/medium.jpeg,Gyromitra gigas,Строчок гигантский
https://inaturalist-open-data.s3.amazonaws.com/photos/20084052/medium.jpeg,Pseudohydnum gelatinosum,Ложноежовик студенистый
https://inaturalist-open-data.s3.amazonaws.com/photos/20084156/medium.jpeg,Craterellus tubaeformis,Лисичка трубчатая
https://inaturalist-open-data.s3.amazonaws.com/photos/20084337/medium.jpeg,Galerina marginata,Галерина окаймлённая
https://inaturalist-open-data.s3.amazonaws.com/photos/20085958/medium.jpeg,Scytinotus ringens,Панеллюс открытый
https://inaturalist-open-data.s3.amazonaws.com/photos/20086070/medium.jpeg,Flammulina,Зимний опёнок
https://inaturalist-open-data.s3.amazonaws.com/photos/20092070/medium.jpeg,Phyllotopsis nidulans,Филлотопсис гнездовидный
https://inaturalist-open-data.s3.amazonaws.com/photos/20092431/medium.jpeg,Pluteus leoninus,Плютей львино-жёлтый
https://inaturalist-open-data.s3.amazonaws.com/photos/20092573/medium.jpeg,Delicatula integrella,Деликатула маленькая
https://inaturalist-open-data.s3.amazonaws.com/photos/20092708/medium.jpeg,Hebeloma sacchariolens,
https://inaturalist-open-data.s3.amazonaws.com/photos/20092956/medium.jpeg,Tylopilus felleus,Горчак
https://inaturalist-open-data.s3.amazonaws.com/photos/20093386/medium.jpg,Mycena picta,
https://inaturalist-open-data.s3.amazonaws.com/photos/20093606/medium.jpg,Mycena acicula,Мицена игловидная
https://inaturalist-open-data.s3.amazonaws.com/photos/20094109/medium.jpeg,Boletus pinophilus,Белый гриб сосновый
https://inaturalist-open-data.s3.amazonaws.com/photos/20156082/medium.jpeg,Gyromitra sphaerospora,Строчок круглоспоровый
https://inaturalist-open-data.s3.amazonaws.com/photos/20211549/medium.jpeg,Schizophyllum amplum,Щелелистник уховидный
https://inaturalist-open-data.s3.amazonaws.com/photos/20211604/medium.jpeg,Pseudohydnum gelatinosum,Ложноежовик студенистый
https://inaturalist-open-data.s3.amazonaws.com/photos/20550808/medium.jpg,Cerioporus squamosus,Трутовик чешуйчатый
https://inaturalist-open-data.s3.amazonaws.com/photos/21019043/medium.jpg,Ophiocordyceps variabilis,Офиокордицепс изменчивый
https://inaturalist-open-data.s3.amazonaws.com/photos/21020025/medium.jpg,Helicogloea compressa,Геликоглоя сжатая
https://inaturalist-open-data.s3.amazonaws.com/photos/21053809/medium.jpg,Coprinopsis urticicola,
https://inaturalist-open-data.s3.amazonaws.com/photos/21521812/medium.jpeg,Mycena inclinata,Мицена наклонённая
https://inaturalist-open-data.s3.amazonaws.com/photos/21521907/medium.jpg,Peziza varia,Пецица изменчивая
https://inaturalist-open-data.s3.amazonaws.com/photos/21521967/medium.jpg,Pluteus leoninus,Плютей львино-жёлтый
https://inaturalist-open-data.s3.amazonaws.com/photos/21521974/medium.jpg,Leccinum scabrum,Подберёзовик
https://inaturalist-open-data.s3.amazonaws.com/photos/21888172/medium.jpg,Hypomyces tubariicola,
https://inaturalist-open-data.s3.amazonaws.com/photos/21967763/medium.jpg,Gibellula arachnophila,
https://inaturalist-open-data.s3.amazonaws.com/photos/21967766/medium.jpg,Simocybe haustellaris,Симоцибе звездчатая
https://inaturalist-open-data.s3.amazonaws.com/photos/21967772/medium.jpg,Cordyceps militaris,Кордицепс военный
https://inaturalist-open-data.s3.amazonaws.com/photos/21967955/medium.jpeg,Gymnopus foetidus,Негниючник вонючий
https://inaturalist-open-data.s3.amazonaws.com/photos/21967992/medium.jpeg,Pluteus salicinus,Плютей ивовый
https://static.inaturalist.org/photos/22053491/medium.jpeg,Xeromphalina campanella,Ксеромфалина колокольчатая
https://static.inaturalist.org/photos/22054891/medium.jpeg,Cantharellus cibarius,Лисичка обыкновенная
https://inaturalist-open-data.s3.amazonaws.com/photos/22366163/medium.jpg,Pluteus thomsonii,
https://inaturalist-open-data.s3.amazonaws.com/photos/22366227/medium.jpg,Onygena corvina,Онигена птичья
https://static.inaturalist.org/photos/22630971/medium.jpg,Laetiporus sulphureus,Трутовик серно-жёлтый
https://static.inaturalist.org/photos/22635787/medium.jpg,Laetiporus sulphureus,Трутовик серно-жёлтый
https://static.inaturalist.org/photos/22672847/medium.jpeg,Cladonia stellaris,Кладония звездчатая
https://static.inaturalist.org/photos/22747239/medium.jpeg,Fomes fomentarius,Трутовик настоящий
https://static.inaturalist.org/photos/22929080/medium.jpeg,Russula,Сыроежка
https://inaturalist-open-data.s3.amazonaws.com/photos/23339353/medium.jpeg,Lycoperdon pratense,Дождевик луговой
https://static.inaturalist.org/photos/23571962/medium.jpg,Laetiporus sulphureus,Трутовик серно-жёлтый
https://static.inaturalist.org/photos/23572044/medium.jpg,Climacodon septentrionalis,Климакодон северный
https://inaturalist-open-data.s3.amazonaws.com/photos/23795460/medium.jpeg,Amanita virosa,Мухомор вонючий
https://inaturalist-open-data.s3.amazonaws.com/photos/23795479/medium.jpeg,Fomitopsis pinicola,Трутовик окаймлённый
https://static.inaturalist.org/photos/24299417/medium.jpg,Peltigera aphthosa,Пельтигера пупырчатая
https://inaturalist-open-data.s3.amazonaws.com/photos/24403216/medium.jpeg,Cladonia bellidiflora,Кладония маргариткоцветная
https://inaturalist-open-data.s3.amazonaws.com/photos/24508551/medium.jpeg,Cladonia stellaris,Кладония звездчатая
https://inaturalist-open-data.s3.amazonaws.com/photos/24508772/medium.jpeg,Amanita muscaria,Мухомор красный
https://static.inaturalist.org/photos/24580351/medium.jpeg,Amanita muscaria,Мухомор красный
https://static.inaturalist.org/photos/24825860/medium.jpg,Thelephora terrestris,Телефора наземная
https://static.inaturalist.org/photos/25074746/medium.jpeg,Leccinum scabrum,Подберёзовик
https://inaturalist-open-data.s3.amazonaws.com/photos/25239565/medium.jpg,Coprinus comatus,Навозник белый
https://inaturalist-open-data.s3.amazonaws.com/photos/25343472/medium.jpeg,Rhizina undulata,Ризина волнистая
https://inaturalist-open-data.s3.amazonaws.com/photos/25551279/medium.jpg,Coprinellus micaceus,Навозник мерцающий
https://inaturalist-open-data.s3.amazonaws.com/photos/25709789/medium.jpg,Coprinellus disseminatus,Навозник рассеянный
https://inaturalist-open-data.s3.amazonaws.com/photos/25727560/medium.jpg,Flammulina,Зимний опёнок
https://inaturalist-open-data.s3.amazonaws.com/photos/25840037/medium.jpg,Bulgaria inquinans,Булгария пачкающая
https://inaturalist-open-data.s3.amazonaws.com/photos/25840046/medium.jpg,Ionomidotis irregularis,Иономидотис неправильный
https://inaturalist-open-data.s3.amazonaws.com/photos/25840052/medium.jpg,Neodasyscypha cerina,
https://inaturalist-open-data.s3.amazonaws.com/photos/25840245/medium.jpeg,Sarcosoma globosum,Саркосома шаровидная
https://inaturalist-open-data.s3.amazonaws.com/photos/25878515/medium.jpeg,Mitrula paludosa,Ми́трула боло́тная
https://inaturalist-open-data.s3.amazonaws.com/photos/25878649/medium.jpeg,Helvella acetabulum,Лопастник бокальчатый
https://inaturalist-open-data.s3.amazonaws.com/photos/25878653/medium.jpg,Ascocoryne sarcoides,Аскокорина мясная
https://inaturalist-open-data.s3.amazonaws.com/photos/25878655/medium.jpg,Rigidoporus populinus,Оксипорус тополёвый
https://inaturalist-open-data.s3.amazonaws.com/photos/25878659/medium.jpeg,Sarcoscypha austriaca,Саркосцифа австрийская
https://inaturalist-open-data.s3.amazonaws.com/photos/25878930/medium.jpeg,Verpa bohemica,Сморчковая шапочка
https://inaturalist-open-data.s3.amazonaws.com/photos/25878946/medium.jpeg,Peziza varia,Пецица изменчивая
https://inaturalist-open-data.s3.amazonaws.com/photos/25879482/medium.jpg,Phycomyces,
https://inaturalist-open-data.s3.amazonaws.com/photos/25879486/medium.jpg,Woldmaria filicina,
https://inaturalist-open-data.s3.amazonaws.com/photos/25879489/medium.jpg,Pleurotus ostreatus,Вешенка устричная
https://inaturalist-open-data.s3.amazonaws.com/photos/25879499/medium.jpg,Bjerkandera adusta,Бьеркандера опалённая
https://inaturalist-open-data.s3.amazonaws.com/photos/25879502/medium.jpg,Flammulina,Зимний опёнок
https://inaturalist-open-data.s3.amazonaws.com/photos/25879593/medium.jpeg,Paragalactinia michelii,
https://inaturalist-open-data.s3.amazonaws.com/photos/25879607/medium.jpeg,Helvella ephippium,
https://inaturalist-open-data.s3.amazonaws.com/photos/25879599/medium.jpeg,Paragalactinia succosa,
https://inaturalist-open-data.s3.amazonaws.com/photos/25879608/medium.jpeg,Peziza depressa,
https://inaturalist-open-data.s3.amazonaws.com/photos/25879611/medium.jpeg,Otidea bufonia,
https://inaturalist-open-data.s3.amazonaws.com/photos/25879679/medium.jpg,Geoglossum fallax,
https://inaturalist-open-data.s3.amazonaws.com/photos/25879682/medium.jpg,Tolypocladium ophioglossoides,Кордицепс офиоглоссовидный
https://inaturalist-open-data.s3.amazonaws.com/photos/25879732/medium.jpeg,Peziza fimeti,
https://inaturalist-open-data.s3.amazonaws.com/photos/25879733/medium.jpeg,Helvella atra,Лопастник чёрный
https://inaturalist-open-data.s3.amazonaws.com/photos/25882402/medium.jpg,Cyathus striatus,Бокальчик полосатый
https://inaturalist-open-data.s3.amazonaws.com/photos/25882524/medium.jpg,Ramariopsis pulchella,Рамариопсис красивый
https://inaturalist-open-data.s3.amazonaws.com/photos/25882413/medium.jpg,Hymenoscyphus albidus,
https://inaturalist-open-data.s3.amazonaws.com/photos/25882577/medium.jpg,Ciboria viridifusca,Цибория зелено-бурая
https://inaturalist-open-data.s3.amazonaws.com/photos/25882614/medium.jpg,Gibellula arachnophila,
https://inaturalist-open-data.s3.amazonaws.com/photos/25882667/medium.jpg,Microglossum olivaceum,Микроглоссум оливковый
https://inaturalist-open-data.s3.amazonaws.com/photos/25882755/medium.jpg,Ionomidotis irregularis,Иономидотис неправильный
https://inaturalist-open-data.s3.amazonaws.com/photos/25893129/medium.jpg,Propolis farinosa,
https://inaturalist-open-data.s3.amazonaws.com/photos/25893259/medium.jpg,Polydesmia pruinosa,
https://inaturalist-open-data.s3.amazonaws.com/photos/25893320/medium.jpg,Hamatocanthoscypha uncipila,
https://inaturalist-open-data.s3.amazonaws.com/photos/25893282/medium.jpg,Mollisia cinerea,Моллизия пепельно-серая
https://inaturalist-open-data.s3.amazonaws.com/photos/25893477/medium.jpg,Rhytisma acerinum,Ритисма кленовая
https://inaturalist-open-data.s3.amazonaws.com/photos/25893484/medium.jpg,Calycina citrina,Биспорелла лимонная
https://inaturalist-open-data.s3.amazonaws.com/photos/25893493/medium.jpg,Craterellus sinuosus,псевдовороночник извилистый
https://inaturalist-open-data.s3.amazonaws.com/photos/25893504/medium.jpg,Hymenoscyphus fructigenus,Гименосцифус плодоволюбивый
https://inaturalist-open-data.s3.amazonaws.com/photos/25893531/medium.jpg,Mycena pura,Мицена чистая
https://inaturalist-open-data.s3.amazonaws.com/photos/25893537/medium.jpg,Amanita muscaria,Мухомор красный
https://inaturalist-open-data.s3.amazonaws.com/photos/25893548/medium.jpg,Lycoperdon perlatum,Дождевик шиповатый
https://inaturalist-open-data.s3.amazonaws.com/photos/25893563/medium.jpg,Amanita umbrinolutea,Поплавок умброво-жёлтый
https://inaturalist-open-data.s3.amazonaws.com/photos/25893578/medium.jpg,Lactarius lignyotus,Млечник бурый
https://inaturalist-open-data.s3.amazonaws.com/photos/25893592/medium.jpg,Amanita rubescens,Мухомор серо-розовый
https://inaturalist-open-data.s3.amazonaws.com/photos/25893615/medium.jpg,Lactarius pyrogalus,Млечник жгуче-млечный
https://inaturalist-open-data.s3.amazonaws.com/photos/25893618/medium.jpg,Mycena epipterygia,Мицена слизистая
https://inaturalist-open-data.s3.amazonaws.com/photos/25894841/medium.jpg,Geastrum fimbriatum,Звездовик бахромчатый
https://inaturalist-open-data.s3.amazonaws.com/photos/25894843/medium.jpg,Mollisia ventosa,
https://inaturalist-open-data.s3.amazonaws.com/photos/25894857/medium.jpg,Pezicula ocellata,
https://inaturalist-open-data.s3.amazonaws.com/photos/25894997/medium.jpg,Patinellaria sanguinea,
https://inaturalist-open-data.s3.amazonaws.com/photos/25894991/medium.jpg,Merismodes anomala,Цифеллопсис аномальный
https://inaturalist-open-data.s3.amazonaws.com/photos/25895111/medium.jpg,Patinellaria sanguinea,
https://inaturalist-open-data.s3.amazonaws.com/photos/25895118/medium.jpg,Trichopezizella nidulus,
https://inaturalist-open-data.s3.amazonaws.com/photos/25895237/medium.jpeg,Orbicula parietina,
https://inaturalist-open-data.s3.amazonaws.com/photos/25895557/medium.jpeg,Cudonia circinans,Кудония закрученная
https://inaturalist-open-data.s3.amazonaws.com/photos/25895564/medium.jpeg,Leccinum albostipitatum,Подосиновик белоножковый
https://inaturalist-open-data.s3.amazonaws.com/photos/25895572/medium.jpeg,Clavulinopsis corniculata,Клавулинопсис рожковидный
https://inaturalist-open-data.s3.amazonaws.com/photos/25895574/medium.jpeg,Phaeolus schweinitzii,Трутовик Швейница
https://inaturalist-open-data.s3.amazonaws.com/photos/25895578/medium.jpeg,Microglossum viride,Микроглоссум зелёный
https://inaturalist-open-data.s3.amazonaws.com/photos/25895577/medium.jpeg,Legaliana limnaea,
https://inaturalist-open-data.s3.amazonaws.com/photos/25895592/medium.jpeg,Trichophaea pseudogregaria,
https://inaturalist-open-data.s3.amazonaws.com/photos/25895600/medium.jpeg,Leucoscypha leucotricha,
https://inaturalist-open-data.s3.amazonaws.com/photos/25895609/medium.jpeg,Leotia lubrica,Леоция скользкая
https://inaturalist-open-data.s3.amazonaws.com/photos/25895614/medium.jpeg,Hymenoscyphus albidus,
https://inaturalist-open-data.s3.amazonaws.com/photos/25895626/medium.jpeg,Daldinia loculata,Дальдиния разделенная
https://inaturalist-open-data.s3.amazonaws.com/photos/25895638/medium.jpeg,Chlorociboria aeruginascens,Хлороцибория сине-зеленоватая
https://inaturalist-open-data.s3.amazonaws.com/photos/25896642/medium.jpeg,Verpa conica,Шапочка коническая
https://inaturalist-open-data.s3.amazonaws.com/photos/25952710/medium.jpg,Ganoderma applanatum,Трутовик плоский
https://inaturalist-open-data.s3.amazonaws.com/photos/26011509/medium.jpg,Cordyceps militaris,Кордицепс военный
https://static.inaturalist.org/photos/26766775/medium.jpeg,Cordyceps militaris,Кордицепс военный
https://inaturalist-open-data.s3.amazonaws.com/photos/26879039/medium.jpg,Gyromitra infula,Строчок осенний
https://inaturalist-open-data.s3.amazonaws.com/photos/26879041/medium.jpg,Cordyceps militaris,Кордицепс военный
https://static.inaturalist.org/photos/26996821/medium.jpeg,Stropharia aeruginosa,Строфария синевато-зеленая
https://static.inaturalist.org/photos/27003263/medium.jpeg,Chlorociboria aeruginascens,Хлороцибория сине-зеленоватая
https://static.inaturalist.org/photos/27706897/medium.jpg,Mutinus ravenelii,Мутинус Равенеля
https://static.inaturalist.org/photos/28001576/medium.jpg,Apioperdon pyriforme,Дождевик грушевидный
https://inaturalist-open-data.s3.amazonaws.com/photos/28100934/medium.jpeg,Amanita muscaria,Мухомор красный
https://inaturalist-open-data.s3.amazonaws.com/photos/28242227/medium.jpeg,Pleurotus ostreatus,Вешенка устричная
https://inaturalist-open-data.s3.amazonaws.com/photos/28242839/medium.jpeg,Fomes fomentarius,Трутовик настоящий
https://inaturalist-open-data.s3.amazonaws.com/photos/28566289/medium.jpeg,Multiclavula mucida,Мультиклавула слизистая
https://inaturalist-open-data.s3.amazonaws.com/photos/28566372/medium.jpeg,Spathularia flavida,Спатулярия желтоватая
https://inaturalist-open-data.s3.amazonaws.com/photos/28566398/medium.jpeg,Rhizomarasmius setosus,Ризомарасмиус щетинистый
https://inaturalist-open-data.s3.amazonaws.com/photos/28566432/medium.jpeg,Lepiota felina,Лепиота кошачья
https://inaturalist-open-data.s3.amazonaws.com/photos/28566454/medium.jpeg,Pluteus umbrosus,Плютей умбровый
https://inaturalist-open-data.s3.amazonaws.com/photos/28566494/medium.jpeg,Inocybe lilacina,
https://inaturalist-open-data.s3.amazonaws.com/photos/28566544/medium.jpeg,Hoffmannoscypha pellita,
https://inaturalist-open-data.s3.amazonaws.com/photos/28566618/medium.jpeg,Echinoderma asperum,Лепиота шероховатая
https://inaturalist-open-data.s3.amazonaws.com/photos/28566601/medium.jpeg,Amanita rubescens annulosulphurea,
https://inaturalist-open-data.s3.amazonaws.com/photos/28566647/medium.jpeg,Gliophorus psittacinus,Гигроцибе пёстрая
https://inaturalist-open-data.s3.amazonaws.com/photos/28566682/medium.jpeg,Coprinus comatus,Навозник белый
https://inaturalist-open-data.s3.amazonaws.com/photos/28581260/medium.jpg,Connopus acervatus,
https://inaturalist-open-data.s3.amazonaws.com/photos/28648473/medium.jpeg,Boletus edulis,Белый гриб
https://inaturalist-open-data.s3.amazonaws.com/photos/28682952/medium.jpg,Galerina marginata,Галерина окаймлённая
https://inaturalist-open-data.s3.amazonaws.com/photos/28682959/medium.jpg,Mycena pseudocorticola,Мицена ложнокорковая
https://inaturalist-open-data.s3.amazonaws.com/photos/28682962/medium.jpg,Holwaya mucida,Холвея слизистая
https://inaturalist-open-data.s3.amazonaws.com/photos/28682980/medium.jpg,Stictis radiata,Стиктис лучистый
https://inaturalist-open-data.s3.amazonaws.com/photos/28682986/medium.jpg,Ionomidotis irregularis,Иономидотис неправильный
https://inaturalist-open-data.s3.amazonaws.com/photos/28682992/medium.jpg,Typhula erythropus,
https://inaturalist-open-data.s3.amazonaws.com/photos/28683322/medium.jpg,Mycena aurantiomarginata,
https://inaturalist-open-data.s3.amazonaws.com/photos/28683326/medium.jpg,Sparassis crispa,Спарассис курчавый
https://inaturalist-open-data.s3.amazonaws.com/photos/28683345/medium.jpg,Gibellula arachnophila,
https://inaturalist-open-data.s3.amazonaws.com/photos/28683363/medium.jpg,Rhodotus palmatus,родотус дланевидный
https://inaturalist-open-data.s3.amazonaws.com/photos/28683389/medium.jpg,Rhodotus palmatus,родотус дланевидный
https://inaturalist-open-data.s3.amazonaws.com/photos/28683395/medium.jpg,Amanita virosa,Мухомор вонючий
https://inaturalist-open-data.s3.amazonaws.com/photos/28683429/medium.jpg,Hygrophorus camarophyllus,Гигрофор чёрный
https://inaturalist-open-data.s3.amazonaws.com/photos/28683430/medium.jpg,Suillus variegatus,Маслёнок жёлто-бурый
https://inaturalist-open-data.s3.amazonaws.com/photos/28683453/medium.jpg,Cortinarius caperatus,Колпак кольчатый
https://inaturalist-open-data.s3.amazonaws.com/photos/28753551/medium.jpg,Cortinarius triumphans,Паутинник желтый
https://inaturalist-open-data.s3.amazonaws.com/photos/28753554/medium.jpg,Roridomyces roridus,
https://inaturalist-open-data.s3.amazonaws.com/photos/28753574/medium.jpg,Pluteus inquilinus,
https://inaturalist-open-data.s3.amazonaws.com/photos/28753587/medium.jpg,Mycena stylobates,
https://inaturalist-open-data.s3.amazonaws.com/photos/28753595/medium.jpg,Volvariella murinella,
https://inaturalist-open-data.s3.amazonaws.com/photos/28812737/medium.jpg,Leotia lubrica,Леоция скользкая
https://inaturalist-open-data.s3.amazonaws.com/photos/28812751/medium.jpg,Cudoniella acicularis,
https://inaturalist-open-data.s3.amazonaws.com/photos/28812887/medium.jpg,Psathyrella pygmaea,Псатирелла карликовая
https://inaturalist-open-data.s3.amazonaws.com/photos/28812919/medium.jpg,Urnula craterium,Урнула бокальчатая
https://inaturalist-open-data.s3.amazonaws.com/photos/28812997/medium.jpg,Laetiporus sulphureus,Трутовик серно-жёлтый
https://inaturalist-open-data.s3.amazonaws.com/photos/28865475/medium.jpg,Xerocomellus porosporus,Моховик пороспоровый
